Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0000514,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Vendas,2013-04-10,2013-08-09,fechado,"Erro ao fechar venda com valor dos produtos acima de 999,99.",,,"Ao gerar uma venda na qual o valor total dos produtos seja acima de 999,99, ao fechar a venda o sistema está exibindo a seguinte mensagem de erro:

'1.000,00' is not a valid floating point value
O comando não pôde ser executado!"
0000513,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Vendas,2013-04-10,2013-08-09,fechado,"Alinhar campos da tela ""Modulo de Vendas"" pois está confuso para os usuários.",,,"Alinhar campos da tela ""Modulo de Vendas"" pois está confuso para os usuários."
0000512,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Vendas,2013-04-10,2013-08-09,fechado,"Tabulação pelo ""Enter"" não está funcionando corretamente na venda apos mensagem sobre impostos.",,,"Ao chamar um produto na venda para fora do estado onde o campo CFOP vem preenchido
ao alterar o CFOP o sistema exibe uma mensagem sobre os impostos e apos isso ao pressionar o ""Enter"" para fazer a tabulação dos campos, o sistema não faz a tabulação corretamente."
0000511,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2013-04-10,2013-08-09,fechado,"Erro no cabeçalho na  entrada de mercadorias ao colocar qualquer valor acima de 999,99 e depois alterar sem apagar o "".""",,,"Ao colocar qualquer valor acima de 1.000,00 em qualquer produto e depois 
clicar em alterar, alterando somente uma parte do valor sem apagar o ""."" o sistema exibe a seguinte mensagem de erro:

'1.000,50' is not a valid floating point value for field 'VLPRO'
O comando não pôde ser executado!"
0000508,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2013-04-09,2013-08-09,fechado,Erro ao colocar alíquota interestadual acima do permitido.,,,"Ao colocar o valor do campo interestadual acima do permitido, o sistema informa que o valor máximo do campo interestadual é de 4% e em seguida ele altera o valor incorreto para o valor adequado, sendo que ao clicar no campo o sistema altera novamente para o valor incorreto.    "
0000507,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2013-04-09,2013-08-09,fechado,Erro ao tabular pelo campo interestadual na guia impostos do cadastro de produto.,,,"Ao cadastrar um produto, durante a tabulação dos campos ao chegar no campo interestadual o sistema exibiu a seguinte mensagem de erro:

'' is not a valid floating point value
O comando não pôde ser executado!"
0000506,C Projeto GPFB,Ytalo,,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2013-04-09,2013-08-09,fechado,"O campo ""Cliente"" ou ""Fornecedor""  está vindo em branco ao alterar um orçamento já lançado.",,,"O campo ""Cliente"" ou ""Fornecedor""  está vindo em branco ao alterar um orçamento já lançado."
0000505,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2013-04-09,2013-08-09,fechado,"Erro ao alterar produto no orçamento cuja quantidade total é acima de 999,99.",,,"Ao lançar um produto com quantidade total acima de 999,99 e em seguida 
clicar em alterar e mudar essa quantidade total o sistema exibe a seguinte mensagem de erro.

'1.000,00' is not a valid floating point value
O comando não pôde ser executado!"
0000504,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2013-04-09,2013-08-09,fechado,Alguns campos na entrada de mercadorias antes de lançar os produtos estão liberados para alteração.,,,"Campos CFOP, Vencimento e Markup (Pr. Venda) estão editáveis na entrada de mercadorias antes de lançar qualquer produto, sendo que o campo Markup (Pr. Venda) ao clicar no seu campo e depois clicar fora o sistema está exibindo a seguinte mensagem de erro:

Cannot focus a disabled or invisible window
O comando não pôde ser executado!"
0000503,C Projeto GPFB,Ytalo,Jeferson,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2013-04-09,2013-08-09,fechado,"Erro ao alterar produto no orçamento cujo valor total é acima de 999,99.",,,"Ao lançar um produto com valor total seja acima de 999,99 e em seguida 
clicar em alterar e mudar essa quantidade total o sistema exibe a seguinte mensagem de erro.

'1.037,00' is not a valid floating point value
O comando não pôde ser executado!"
